source_taxon_name,interaction_type,target_taxon_name_poor,target_taxon_name,target_taxon,notes,latitude,longitude,study_citation
Chamaenerion angustifolium angustifolium,pollinatedBy,Lestica,Lestica,,,38.841784,-105.043821,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Chamaenerion angustifolium angustifolium,pollinatedBy,Atrytone,Atrytone,,,38.841784,-105.043821,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Chamaenerion angustifolium angustifolium,pollinatedBy,Dolichovespula adulterina arctica,Dolichovespula adulterina arctica,,,38.841784,-105.043821,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Chamaenerion angustifolium angustifolium,pollinatedBy,Ctenucha,Ctenucha,,,38.841784,-105.043821,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Chamaenerion angustifolium angustifolium,pollinatedBy,Echinomya,Echinomya,,,38.841784,-105.043821,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Chamaenerion angustifolium angustifolium,pollinatedBy,Hoplitis albifrons argentifrons,Hoplitis albifrons argentifrons,,,38.841784,-105.043821,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Chamaenerion angustifolium angustifolium,pollinatedBy,Adelphocoris,Adelphocoris,,,NA,NA,ResascoYY
Epilobium latifolium,pollinatedBy,Spilogona,Spilogona,,,66.966667,-50.55,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Epilobium latifolium,pollinatedBy,Syngrapha u-aureum,Syngrapha u-aureum,species,,66.966667,-50.55,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Epilobium latifolium,pollinatedBy,Nowickia,Nowickia,,,66.966667,-50.55,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark."
Epilobium latifolium,pollinatedBy,Paraphaenocladius,Paraphaenocladius,,,74.5,-20.5,Elberling & Olesen unpubl.
Epilobium latifolium,pollinatedBy,Orthocladius,Orthocladius,,,74.5,-20.5,Elberling & Olesen unpubl.
Epilobium latifolium,pollinatedBy,Pseudosmittia,Pseudosmittia,,,74.5,-20.5,Elberling & Olesen unpubl.
Epilobium latifolium,flowersVisitedBy,Boloria,Boloria,,,81,-71,"Kevan, P. G. 1970. High arctic insect-flower visitor relations: the inter-relationships of arthropods and flowers at Lake Hazen, Ellesmere Island, Northwest Territories, Canada. Ph.D. thesis thesis, University of Alberta."
Epilobium latifolium,flowersVisitedBy,Megabombus,Megabombus,subgenus,,NA,NA,"Hocking, B. 1968. Insect-flower associations in the high Arctic with special reference to nectar. Oikos 19:359-388."
Epilobium latifolium,flowersVisitedBy,Aedes,Aedes,,,NA,NA,"Hocking, B. 1968. Insect-flower associations in the high Arctic with special reference to nectar. Oikos 19:359-388."
Epilobium,pollinatedBy,Leioproctus,Leioproctus,,,-43.099531,171.720224,"Primack, R.B. (1983). Insect pollination in the New Zealand mountain flora. New Zealand J. Bot. 21, 317-333. Craigieb."
Epilobium,pollinatedBy,Avibrissina,Avibrissina,,,-43.099531,171.720224,"Primack, R.B. (1983). Insect pollination in the New Zealand mountain flora. New Zealand J. Bot. 21, 317-333. Craigieb."
Epilobium,pollinatedBy,Platycheirus,Platycheirus,,,49.01735278,-120.0501111,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Epilobium,flowersVisitedBy,Hoplitis fulgida fulgida,Hoplitis fulgida,species,,45.26,-110.48,"LaManna, JA, Burkle, LA, Belote, RT, Myers, JA. Biotic and abiotic drivers of plant–pollinator community assembly across wildfire gradients. J Ecol. 2020; 00: 1– 14. https://doi.org/10.1111/1365-2745.13530 . Accessed at <https://github.com/globalbioticinteractions/lamanna2020/archive/f8f0791ae6261bf65eee5156413c5c3a370a4359.zip> on 09 May 2025."
Epilobium,flowersVisitedBy,Platycheirus melanistic sp.complx,Platycheirus,genus,,45.26,-110.49,"LaManna, JA, Burkle, LA, Belote, RT, Myers, JA. Biotic and abiotic drivers of plant–pollinator community assembly across wildfire gradients. J Ecol. 2020; 00: 1– 14. https://doi.org/10.1111/1365-2745.13530 . Accessed at <https://github.com/globalbioticinteractions/lamanna2020/archive/f8f0791ae6261bf65eee5156413c5c3a370a4359.zip> on 09 May 2025."
Epilobium,flowersVisitedBy,Colletes hyalinus hyalinus,Colletes hyalinus,,,45.26,-110.47,"LaManna, JA, Burkle, LA, Belote, RT, Myers, JA. Biotic and abiotic drivers of plant–pollinator community assembly across wildfire gradients. J Ecol. 2020; 00: 1– 14. https://doi.org/10.1111/1365-2745.13530 . Accessed at <https://github.com/globalbioticinteractions/lamanna2020/archive/f8f0791ae6261bf65eee5156413c5c3a370a4359.zip> on 09 May 2025."
Epilobium,flowersVisitedBy,Osmia montana montana,Osmia montana,,,45.26,-110.48,"LaManna, JA, Burkle, LA, Belote, RT, Myers, JA. Biotic and abiotic drivers of plant–pollinator community assembly across wildfire gradients. J Ecol. 2020; 00: 1– 14. https://doi.org/10.1111/1365-2745.13530 . Accessed at <https://github.com/globalbioticinteractions/lamanna2020/archive/f8f0791ae6261bf65eee5156413c5c3a370a4359.zip> on 09 May 2025."
Epilobium,flowersVisitedBy,Xylocopa tabaniformis orpifex,Xylocopa tabaniformis orpifex,,,37.14986389,-121.7770611,https://www.inaturalist.org/observations/181316187
Epilobium,pollinatedBy,Bombus cent/flavi,Bombus,genus,,NA,NA,Heil2018
Epilobium,flowersVisitedBy,Satyrium w-album,Satyrium w-album,species,,NA,NA,"Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b. Accessed at <https://github.com/zedomel/redhead2018/archive/89ca7296078cce01a293813e509700d6c05faabc.zip> on 09 May 2025."
Epilobium,flowersVisitedBy,Polygonia c-album,Polygonia c-album,species,,NA,NA,"Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b. Accessed at <https://github.com/zedomel/redhead2018/archive/89ca7296078cce01a293813e509700d6c05faabc.zip> on 09 May 2025."
Epilobium montanum,pollinatedBy,Melanostoma,Melanostoma,,,52.13420105,-0.925599992,doi:10.1111/1365-2664.12060
Chamaenerion angustifolium,pollinatedBy,Ochlodes,Ochlodes,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000003598&pollinator=NHMSYS0000515876
Chamaenerion angustifolium,pollinatedBy,Sericomyia,Sericomyia,,,NA,NA,Fang2016
Chamaenerion angustifolium,pollinatedBy,Cheilosia,Cheilosia,,,NA,NA,Fang2016
Chamaenerion angustifolium,pollinatedBy,Meigenia,Meigenia,,,NA,NA,Fang2016
Chamaenerion angustifolium,pollinatedBy,Megasyrphus,Megasyrphus,,,67.655,24.919,doi:10.1038/s41559-022-01928-3
Chamaenerion angustifolium,pollinatedBy,Coenosia,Coenosia,,,65.375,26.917,doi:10.1038/s41559-022-01928-3
Chamaenerion angustifolium circumvagum,flowersVisitedBy,Zophomyia,Zophomyia,,,NA,NA,National Database Plant Pollinators. Center for Plant Conservation at San Diego Zoo Global. Accessed via https://saveplants.org/national-collection/pollinator-search/ on 2020-06-05. Accessed at <https://github.com/globalbioticinteractions/cpc-pollinators/archive/a64674001b3fce1c5a4896d8c29b4bcb024e6f0b.zip> on 09 May 2025.
Chamerion angustifolium angustifolium,flowersVisitedBy,Hoplitis,Hoplitis,,,NA,NA,"Clements, F.E. & Long, F.L. (1923). Experimental Pollination An Outline Of The Ecology Of Flower And Insects. Carnegie Institute of Washington, Washington, D.C."
Cirsium arvense,pollinatedBy,Asilus,Asilus,,,56.066667,10.233333,"Bundgaard, M. (2003). Tidslig og rumlig variation i et plante-bestøvernetværk. Msc thesis. University of Aarhus. Aarhus, Denmark."
Cirsium arvense,pollinatedBy,Rhynconycha sp1 M_PL_046,Rhynconycha,,,56.066667,10.233333,"Bundgaard, M. (2003). Tidslig og rumlig variation i et plante-bestøvernetværk. Msc thesis. University of Aarhus. Aarhus, Denmark."
Cirsium arvense,pollinatedBy,Apocrita,Apocrita,,,56.238737,9.953652,"Montero AC (2005).The Ecology of Three Pollination Networks. MSc thesis (Univ of Aarhus, Aarhus, Denmark)."
Cirsium arvense,pollinatedBy,Procissio,Procissio,,,-43.02823,171.78466,"Primack, R.B. (1983). Insect pollination in the New Zealand mountain flora. New Zealand J. Bot. 21, 317-333. Cass."
Cirsium arvense,pollinatedBy,Hybopygia,Hybopygia,,,-43.02823,171.78466,"Primack, R.B. (1983). Insect pollination in the New Zealand mountain flora. New Zealand J. Bot. 21, 317-333. Cass."
Cirsium arvense,pollinatedBy,Pales,Pales,,,-43.02823,171.78466,"Primack, R.B. (1983). Insect pollination in the New Zealand mountain flora. New Zealand J. Bot. 21, 317-333. Cass."
Cirsium arvense,flowersVisitedBy,Ochlodes sylvanoides yuma,Ochlodes sylvanoides yuma,,,NA,NA,National Database Plant Pollinators. Center for Plant Conservation at San Diego Zoo Global. Accessed via https://saveplants.org/national-collection/pollinator-search/ on 2020-06-05. Accessed at <https://github.com/globalbioticinteractions/cpc-pollinators/archive/a64674001b3fce1c5a4896d8c29b4bcb024e6f0b.zip> on 09 May 2025.
Cirsium arvense,flowersVisitedBy,Vanessa,Vanessa,,,NA,NA,National Database Plant Pollinators. Center for Plant Conservation at San Diego Zoo Global. Accessed via https://saveplants.org/national-collection/pollinator-search/ on 2020-06-05. Accessed at <https://github.com/globalbioticinteractions/cpc-pollinators/archive/a64674001b3fce1c5a4896d8c29b4bcb024e6f0b.zip> on 09 May 2025.
Cirsium arvense,pollinatedBy,Apis,Apis,,,NA,NA,National Database Plant Pollinators. Center for Plant Conservation at San Diego Zoo Global. Accessed via https://saveplants.org/national-collection/pollinator-search/ on 2020-06-05. Accessed at <https://github.com/globalbioticinteractions/cpc-pollinators/archive/a64674001b3fce1c5a4896d8c29b4bcb024e6f0b.zip> on 09 May 2025.
Cirsium arvense,flowersVisitedBy,Phyciodes batesii anasazi,Phyciodes batesii anasazi,,,NA,NA,National Database Plant Pollinators. Center for Plant Conservation at San Diego Zoo Global. Accessed via https://saveplants.org/national-collection/pollinator-search/ on 2020-06-05. Accessed at <https://github.com/globalbioticinteractions/cpc-pollinators/archive/a64674001b3fce1c5a4896d8c29b4bcb024e6f0b.zip> on 09 May 2025.
Cirsium arvense,flowersVisitedBy,Phyciodes pulchella pulchella,Phyciodes pulchella pulchella,,,NA,NA,National Database Plant Pollinators. Center for Plant Conservation at San Diego Zoo Global. Accessed via https://saveplants.org/national-collection/pollinator-search/ on 2020-06-05. Accessed at <https://github.com/globalbioticinteractions/cpc-pollinators/archive/a64674001b3fce1c5a4896d8c29b4bcb024e6f0b.zip> on 09 May 2025.
Cirsium arvense,flowersVisitedBy,Polygonia gracilis zephyrus,Polygonia gracilis zephyrus,,,NA,NA,National Database Plant Pollinators. Center for Plant Conservation at San Diego Zoo Global. Accessed via https://saveplants.org/national-collection/pollinator-search/ on 2020-06-05. Accessed at <https://github.com/globalbioticinteractions/cpc-pollinators/archive/a64674001b3fce1c5a4896d8c29b4bcb024e6f0b.zip> on 09 May 2025.
Cirsium arvense,flowersVisitedBy,Ceratina sp.,Ceratina,,,44.42,-96.21,"Clint Otto, Russ Bryant, and Ned H. Euliss Jr., 2020, The U.S. Geological Survey Pollinator Library Dataset: U.S. Geological Survey. https://doi.org/10.5066/P9DSS3VL. Accessed at <https://www.sciencebase.gov/catalog/file/get/5f076d2082ce21d4c3fb7426?f=__disk__c5%2F05%2Fa4%2Fc505a40f8b320c4d1444ba286d4e7ec1143390a9> on 09 May 2025."
Cirsium arvense,flowersVisitedBy,Bombus sp.,Bombus,genus,,44.76,-96.3,"Clint Otto, Russ Bryant, and Ned H. Euliss Jr., 2020, The U.S. Geological Survey Pollinator Library Dataset: U.S. Geological Survey. https://doi.org/10.5066/P9DSS3VL. Accessed at <https://www.sciencebase.gov/catalog/file/get/5f076d2082ce21d4c3fb7426?f=__disk__c5%2F05%2Fa4%2Fc505a40f8b320c4d1444ba286d4e7ec1143390a9> on 09 May 2025."
Cirsium arvense,flowersVisitedBy,Bembix,Bembix,,,46.07432,-96.97236,"Clint Otto, Russ Bryant, and Ned H. Euliss Jr., 2020, The U.S. Geological Survey Pollinator Library Dataset: U.S. Geological Survey. https://doi.org/10.5066/P9DSS3VL. Accessed at <https://www.sciencebase.gov/catalog/file/get/5f076d2082ce21d4c3fb7426?f=__disk__c5%2F05%2Fa4%2Fc505a40f8b320c4d1444ba286d4e7ec1143390a9> on 09 May 2025."
Cirsium arvense,pollinatedBy,Bombus cf lucorum sl,Bombus lucorum,species,,NA,NA,Fruend2010
Cirsium arvense,flowersVisitedBy,Kuzinia,Kuzinia,,,51.312806,-2.320611,"Pocock, Michael J. O.; Evans, Darren M.; Memmott, Jane (2012), Data from: The robustness and restoration of a network of ecological networks, Dryad, Dataset, https://doi.org/10.5061/dryad.3s36r118. Accessed at <https://datadryad.org/stash/downloads/file_stream/40321> on 09 May 2025."
Cirsium arvense,flowersVisitedBy,Bracon,Bracon,,,51.312806,-2.320611,"Pocock, Michael J. O.; Evans, Darren M.; Memmott, Jane (2012), Data from: The robustness and restoration of a network of ecological networks, Dryad, Dataset, https://doi.org/10.5061/dryad.3s36r118. Accessed at <https://datadryad.org/stash/downloads/file_stream/40321> on 09 May 2025."
Cirsium arvense,flowersVisitedBy,Spatulapica,Spatulapica,,,51.312806,-2.320611,"Pocock, Michael J. O.; Evans, Darren M.; Memmott, Jane (2012), Data from: The robustness and restoration of a network of ecological networks, Dryad, Dataset, https://doi.org/10.5061/dryad.3s36r118. Accessed at <https://datadryad.org/stash/downloads/file_stream/40321> on 09 May 2025."
Cirsium arvense,flowersVisitedBy,Theroscopus,Theroscopus,,,51.312806,-2.320611,"Pocock, Michael J. O.; Evans, Darren M.; Memmott, Jane (2012), Data from: The robustness and restoration of a network of ecological networks, Dryad, Dataset, https://doi.org/10.5061/dryad.3s36r118. Accessed at <https://datadryad.org/stash/downloads/file_stream/40321> on 09 May 2025."
Cirsium arvense,flowersVisitedBy,Tetramesa,Tetramesa,,,51.312806,-2.320611,"Pocock, Michael J. O.; Evans, Darren M.; Memmott, Jane (2012), Data from: The robustness and restoration of a network of ecological networks, Dryad, Dataset, https://doi.org/10.5061/dryad.3s36r118. Accessed at <https://datadryad.org/stash/downloads/file_stream/40321> on 09 May 2025."
Cirsium arvense,pollinatedBy,Volucella,Volucella,,,52.19419861,-0.697000027,doi:10.1111/1365-2664.12060
Cirsium arvense,pollinatedBy,Zygaena,Zygaena,,,45.760339,11.699603,doi:10.1007/s00442-022-05151-6
Cirsium arvense,pollinatedBy,Gasteruption,Gasteruption,,,47.152582,5.252872,"Lanuza et al. (2025), EuPPollNet: A European Database of Plant-Pollinator Networks. Global Ecol Biogeogr, 34: e70000. https://doi.org/10.1111/geb.70000. Accessed at <https://github.com/JoseBSL/EuPPollNet/archive/54bcb8e23bdc221d930a6d212778103bbbff5287.zip> on 09 May 2025."
Cirsium arvense,pollinatedBy,Neomyia,Neomyia,,,47.152582,5.252872,"Lanuza et al. (2025), EuPPollNet: A European Database of Plant-Pollinator Networks. Global Ecol Biogeogr, 34: e70000. https://doi.org/10.1111/geb.70000. Accessed at <https://github.com/JoseBSL/EuPPollNet/archive/54bcb8e23bdc221d930a6d212778103bbbff5287.zip> on 09 May 2025."
Cirsium vulgare,pollinatedBy,Phorbia,Phorbia,,,56.066667,10.216667,"Bek S (2006). A pollination network from a Danish forest meadow. MSc thesis (Univ of Aarhus, Aarhus, Denmark)."
Cirsium vulgare,flowersVisitedBy,Dione,Dione,,,NA,NA,National Database Plant Pollinators. Center for Plant Conservation at San Diego Zoo Global. Accessed via https://saveplants.org/national-collection/pollinator-search/ on 2020-06-05. Accessed at <https://github.com/globalbioticinteractions/cpc-pollinators/archive/a64674001b3fce1c5a4896d8c29b4bcb024e6f0b.zip> on 09 May 2025.
Cirsium vulgare,flowersVisitedBy,Melissodes sp.,Melissodes,,,46.84,-98.59,"Clint Otto, Russ Bryant, and Ned H. Euliss Jr., 2020, The U.S. Geological Survey Pollinator Library Dataset: U.S. Geological Survey. https://doi.org/10.5066/P9DSS3VL. Accessed at <https://www.sciencebase.gov/catalog/file/get/5f076d2082ce21d4c3fb7426?f=__disk__c5%2F05%2Fa4%2Fc505a40f8b320c4d1444ba286d4e7ec1143390a9> on 09 May 2025."
Cirsium vulgare,flowersVisitedBy,Anthophila,Anthophila,,,NA,NA,"Ollerton, J., Trunschke, J. ., Havens, K. ., Landaverde-González, P. ., Keller, A. ., Gilpin, A.-M. ., Rodrigo Rech, A. ., Baronio, G. J. ., Phillips, B. J., Mackin, C. ., Stanley, D. A., Treanore, E. ., Baker, E. ., Rotheray, E. L., Erickson, E. ., Fornoff, F. ., Brearley, F. Q. ., Ballantyne, G. ., Iossa, G. ., Stone, G. N., Bartomeus, I. ., Stockan, J. A., Leguizamón, J., Prendergast, K. ., Rowley, L., Giovanetti, M., de Oliveira Bueno, R., Wesselingh, R. A., Mallinger, R., Edmondson, S., Howard, S. R., Leonhardt, S. D., Rojas-Nossa, S. V., Brett, M., Joaqui, T., Antoniazzi, R., Burton, V. J., Feng, H.-H., Tian, Z.-X., Xu, Q., Zhang, C., Shi, C.-L., Huang, S.-Q., Cole, L. J., Bendifallah, L., Ellis, E. E., Hegland, S. J., Straffon Díaz, S., Lander, T. A. ., Mayr, A. V., Dawson, R. ., Eeraerts, M. ., Armbruster, W. S. ., Walton, B. ., Adjlane, N. ., Falk, S. ., Mata, L. ., Goncalves Geiger, A. ., Carvell, C. ., Wallace, C. ., Ratto, F. ., Barberis, M. ., Kahane, F. ., Connop, S. ., Stip, A. ., Sigrist, M. R. ., Vereecken, N. J. ., Klein, A.-M., Baldock, K. ., & Arnold, S. E. J. . (2022). Pollinator-flower interactions in gardens during the COVID-19 pandemic lockdown of 2020. Journal of Pollination Ecology, 31, 87–96. https://doi.org/10.26786/1920-7603(2022)695. Accessed at <https://github.com/globalbioticinteractions/ollerton2022/archive/7eb71e8e5026ec08c04a69a09860f8927061a8fd.zip> on 09 May 2025."
Cirsium vulgare,pollinatedBy,Bombus melanopygus edwardsii,Bombus melanopygus edwardsii,sub-species,,NA,NA,LeBuhnYY
Cirsium vulgare,pollinatedBy,Pyrophaena,Pyrophaena,,,52.20818329,-1.181249976,doi:10.1111/j.1365-2664.2010.01949.x
Cirsium vulgare,pollinatedBy,Psithyrus,Psithyrus,,,47.604083,12.880783,"Lanuza et al. (2025), EuPPollNet: A European Database of Plant-Pollinator Networks. Global Ecol Biogeogr, 34: e70000. https://doi.org/10.1111/geb.70000. Accessed at <https://github.com/JoseBSL/EuPPollNet/archive/54bcb8e23bdc221d930a6d212778103bbbff5287.zip> on 09 May 2025."
Cirsium vulgare,pollinatedBy,Trachandrena,Trachandrena,,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Cirsium vulgare,pollinatedBy,Tetrachrysis,Tetrachrysis,,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Cirsium vulgare,pollinatedBy,Oxybelus,Oxybelus,,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Cirsium vulgare,pollinatedBy,Ripiphorus,Ripiphorus,,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Cirsium vulgare,pollinatedBy,Elampus,Elampus,,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Cirsium vulgare,pollinatedBy,Chelostomoides,Chelostomoides,,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Cirsium vulgare,pollinatedBy,Leptosphaeria,Leptosphaeria,,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Cirsium vulgare,pollinatedBy,Anthocomus,Anthocomus,,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Cirsium vulgare,pollinatedBy,Gnathias,Gnathias,,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Cirsium vulgare,pollinatedBy,Hesperia,Hesperia,,,49.19025278,-123.0867889,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Cirsium vulgare,pollinatedBy,Aphis,Aphis,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004490&pollinator=NHMSYS0020705202
Cirsium vulgare,pollinatedBy,Phora,Phora,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004490&pollinator=NBNSYS0000136451
Cirsium vulgare,pollinatedBy,Dacnusa sp.,Dacnusa,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004490&pollinator=NHMSYS0020704972
Cirsium vulgare,pollinatedBy,Ichneumon,Ichneumon,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004490&pollinator=NHMSYS0000899690
Cirsium vulgare,pollinatedBy,Eurytoma,Eurytoma,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004490&pollinator=NHMSYS0020705029
Cirsium vulgare,pollinatedBy,Ochlodes venata faunus,Ochlodes venata faunus,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004490&pollinator=NHMSYS0021143464
Cirsium vulgare,pollinatedBy,Brachypterus,Brachypterus,,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004490&pollinator=NHMSYS0001717383
Cirsium vulgare,flowersVisitedBy,Argynnis coronis semiramis,Argynnis coronis semiramis,,,33.74018035,-116.7385876,https://www.inaturalist.org/observations/57504751
Cirsium vulgare,flowersVisitedBy,Eutricharaea,Eutricharaea,,,41.68509895,-73.89255124,https://www.inaturalist.org/observations/53876723
Cirsium vulgare,flowersVisitedBy,Argynnis atlantis canadensis,Argynnis atlantis canadensis,,,46.042045,-70.450703,https://www.inaturalist.org/observations/206199466
Cirsium vulgare,flowersVisitedBy,Belenois creona severina,Belenois creona severina,,,-33.69180772,25.75549622,https://www.inaturalist.org/observations/260981827
Cirsium vulgare,flowersVisitedBy,Belenois,Belenois,,,-33.69202777,25.75611473,https://www.inaturalist.org/observations/260981217
Cirsium vulgare,flowersVisitedBy,Battus philenor hirsuta,Battus philenor hirsuta,,,38.45846431,-122.5718397,https://www.inaturalist.org/observations/181933613
Cirsium vulgare,flowersVisitedBy,Hesperia harpalus dodgei,Hesperia harpalus dodgei,,,38.08334343,-122.8210128,https://www.inaturalist.org/observations/30709720
Cirsium vulgare,flowersVisitedBy,Zadontomerus,Zadontomerus,,,41.7106068,-71.94813189,https://www.inaturalist.org/observations/238430912
Cirsium vulgare,flowersVisitedBy,Papilio polyxenes asterius,Papilio polyxenes asterius,,,45.4876827,-73.4083034,https://www.inaturalist.org/observations/15923521
Helianthus petiolaris,flowersVisitedBy,Sedum,Sedum,,,35.18700429,-106.6892862,https://www.inaturalist.org/observations/51813184
Helianthus pumilus,flowersVisitedBy,Eresia aveyrona mylitta,Eresia aveyrona mylitta,,,NA,NA,National Database Plant Pollinators. Center for Plant Conservation at San Diego Zoo Global. Accessed via https://saveplants.org/national-collection/pollinator-search/ on 2020-06-05. Accessed at <https://github.com/globalbioticinteractions/cpc-pollinators/archive/a64674001b3fce1c5a4896d8c29b4bcb024e6f0b.zip> on 09 May 2025.
Helianthus petiolaris,pollinatedBy,Speyeria mormonia eurynome,Speyeria mormonia eurynome,,,38.841784,-105.043821,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Helianthus petiolaris,pollinatedBy,Lemonias,Lemonias,,,38.841784,-105.043821,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Helianthus petiolaris,flowersVisitedBy,Hesperia leonardus pawnee,Hesperia leonardus pawnee,,,NA,NA,National Database Plant Pollinators. Center for Plant Conservation at San Diego Zoo Global. Accessed via https://saveplants.org/national-collection/pollinator-search/ on 2020-06-05. Accessed at <https://github.com/globalbioticinteractions/cpc-pollinators/archive/a64674001b3fce1c5a4896d8c29b4bcb024e6f0b.zip> on 09 May 2025.
Helianthus annuus,pollinatedBy,Ectemnius,Ectemnius,,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Helianthus annuus,pollinatedBy,Neotrypetes,Neotrypetes,,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Helianthus annuus,pollinatedBy,Pyticara,Pyticara,,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Helianthus annuus,pollinatedBy,Curtisapis,Curtisapis,,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Helianthus annuus,pollinatedBy,Scenopinus,Scenopinus,,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
